SLA (m)  	SSH (m)  	lat (degrees_north)  	
0.1237	-33.7869	-9.216287	
0.1301999999	-33.9936000001	-9.166399	
0.1807999999	-34.1615000001	-9.116509	
0.1877999998	-34.3827000002	-9.066618	
0.1265000002	-34.6837999998	-9.016725	
0.1572	-34.8988	-8.96683	
0.1270999999	-35.1767000001	-8.916934	
0.1337999999	-35.4176000001	-8.867036	
0.0983999999	-35.7007000001	-8.817137	
0.0816999999	-35.9622000001	-8.767236	
0.0695	-36.2166	-8.717334	
0.0269	-36.4939	-8.667431	
0.0206	-36.7126	-8.617525	
0.0687999999	-36.8582000001	-8.567619	
0.0918999999	-37.0073000001	-8.517711	
0.09	-37.1532	-8.467801	
0.1388000001	-37.1994999999	-8.41789	
0.1328999998	-37.2402000002	-8.367977	
0.1048999998	-37.2294000002	-8.318063	
0.1088	-37.1233	-8.268148	
0.0731000001	-37.0206999999	-8.218231	
0.0996	-36.9076	-8.168313	
0.1483999999	-36.9569000001	-8.118393	
0.1548	-37.2753	-8.068472	
0.1678999999	-37.7657000001	-8.01855	
0.1206999999	-38.3411000001	-7.968626	
0.0981999998	-38.8230000002	-7.918701	
0.1193	-39.1486	-7.868775	
0.1522000001	-39.3674999999	-7.818847	
0.1128	-39.5668	-7.768918	
0.1773999999	-39.5855000001	-7.718987	
0.1277	-39.6454	-7.669055	
0.1246999999	-39.5716000001	-7.619122	
0.0736000001	-39.4575999999	-7.569187	
0.1023999999	-39.1549000001	-7.519252	
0.0453000001	-38.8599999999	-7.469315	
0.0872999999	-38.4713000001	-7.419376	
0.0934	-38.3885	-7.369437	
0.0317000001	-38.6783999999	-7.319496	
0.0641999999	-38.9986000001	-7.269554	
0.0945	-39.2916	-7.21961	
0.1236	-39.5617	-7.169666	
0.0934	-39.81	-7.11972	
0.0961000002	-39.9650999998	-7.069773	
0.1105000001	-40.0571999999	-7.019825	
0.1579999999	-40.0848000001	-6.969875	
0.0844999999	-40.2012000001	-6.919924	
0.1412	-40.1547	-6.869972	
0.1308	-40.1592	-6.820019	
0.1526999999	-40.1194000001	-6.770065	
0.0919000001	-40.1606999999	-6.72011	
0.1182000002	-40.1115999998	-6.670153	
0.1517000001	-40.0267999999	-6.620196	
0.1033	-39.9902	-6.570237	
0.1057000001	-39.8866999999	-6.520277	
0.1022999999	-39.8007000001	-6.470316	
0.0686	-39.7864	-6.420354	
0.1517000001	-39.6987999999	-6.370391	
0.0571	-39.8133	-6.320427	
0.0923	-39.8112	-6.270461	
0.0531	-39.8874	-6.220495	
0.0341	-39.9531	-6.170527	
0.0432000001	-40.0008999999	-6.120559	
-0.0065000001	-40.1157000001	-6.070589	
-0.0557	-40.2233	-6.020618	
-0.0561999999	-40.2734999999	-5.970647	
-0.0153000001	-40.2793000001	-5.920674	
-0.0227000001	-40.3254000001	-5.8707	
0.0325999999	-40.3116000001	-5.820726	
0.0251	-40.3598	-5.77075	
-0.0504999999	-40.4905999999	-5.720773	
0.0185999999	-40.4870000001	-5.670795	
0.0397999999	-40.5395000001	-5.620817	
0.0244000001	-40.6384999999	-5.570837	
-0.0099999999	-40.7565999999	-5.520857	
-0.0467000001	-40.8721000001	-5.470875	
0.0152999999	-40.8883000001	-5.420893	
0.0313	-40.9495	-5.370909	
0.0226999999	-41.0397000001	-5.320925	
0.0346	-41.1105	-5.27094	
0.042	-41.1772	-5.220954	
-0.0153	-41.3062	-5.170967	
-0.0299	-41.3961	-5.120979	
0.0023000001	-41.4497999999	-5.07099	
0.0416	-41.5099	-5.021001	
-0.0101000001	-41.6713000001	-4.97101	
-0.0199999999	-41.7908999999	-4.921019	
-0.0472999999	-41.9301999999	-4.871027	
0.0022999998	-41.9900000002	-4.821034	
-0.0379000001	-42.1285000001	-4.77104	
-0.0054999999	-42.1878999999	-4.721046	
-0.0441	-42.3123	-4.67105	
-0.0478000001	-42.3977000001	-4.621054	
-0.0723000001	-42.4955000001	-4.571057	
-0.1070000002	-42.5991000002	-4.521059	
-0.0742000001	-42.6319000001	-4.471061	
-0.0940000001	-42.7076000001	-4.421062	
-0.0640000002	-42.7140000002	-4.371062	
-0.1069999998	-42.7759999998	-4.321061	
-0.0901999999	-42.7623999999	-4.271059	
-0.1085	-42.7708	-4.221057	
-0.1448000001	-42.7926000001	-4.171054	
-0.1180999999	-42.7625999999	-4.12105	
-0.1017	-42.7627	-4.071046	
-0.1008000002	-42.7928000002	-4.021041	
-0.0745	-42.815	-3.971035	
-0.0797999998	-42.8945999998	-3.921029	
-0.1230999999	-43.0458999999	-3.871021	
-0.0325999999	-43.0906999999	-3.821014	
-0.0753000001	-43.2869000001	-3.771005	
-0.0682	-43.4478	-3.720996	
-0.1318	-43.6876	-3.670986	
-0.1525	-43.8826	-3.620976	
-0.1318	-44.022	-3.570965	
-0.0911000001	-44.1059000001	-3.520954	
-0.0839000001	-44.1859000001	-3.470941	
-0.0724999999	-44.2174999999	-3.420929	
-0.0373	-44.1925	-3.370915	
-0.1142	-44.2793	-3.320901	
-0.0745000001	-44.2726000001	-3.270887	
-0.0401000001	-44.2962000001	-3.220872	
-0.0583000001	-44.3924000001	-3.170856	
-0.1026000001	-44.5203000001	-3.12084	
-0.0582	-44.5623	-3.070823	
-0.1160999998	-44.7019999998	-3.020806	
-0.1218000001	-44.7794000001	-2.970788	
-0.122	-44.8468	-2.92077	
-0.1664000001	-44.9576000001	-2.870751	
-0.0986000001	-44.9554000001	-2.820732	
-0.0642	-44.9853	-2.770712	
-0.0638000001	-45.0440000001	-2.720692	
-0.1240999999	-45.1507999999	-2.670672	
-0.0737	-45.1207	-2.620651	
-0.1037000001	-45.1443000001	-2.570629	
-0.0714999999	-45.0914999999	-2.520607	
-0.0929	-45.0957	-2.470584	
-0.0897	-45.1037	-2.420562	
-0.1244	-45.1873	-2.370538	
-0.0858	-45.2349	-2.320515	
-0.1329	-45.3867	-2.270491	
-0.0943999999	-45.4658999999	-2.220466	
-0.1047	-45.6019	-2.170441	
-0.1545000001	-45.7832000001	-2.120416	
-0.0863	-45.8487	-2.07039	
-0.0820999999	-45.9781999999	-2.020364	
-0.1554999999	-46.1814999999	-1.970338	
-0.1367	-46.285	-1.920311	
-0.0713000001	-46.3379000001	-1.870284	
-0.0993000001	-46.4811000001	-1.820257	
-0.0857000002	-46.5765000002	-1.770229	
-0.0735999999	-46.6689999999	-1.720202	
-0.0993000001	-46.7894000001	-1.670173	
-0.0894	-46.8622	-1.620145	
-0.0611999999	-46.9107999999	-1.570116	
-0.0930999999	-47.0165999999	-1.520087	
-0.0818000001	-47.0751000001	-1.470057	
-0.1243000001	-47.1813000001	-1.420028	
-0.1028999999	-47.2150999999	-1.369998	
-0.1159	-47.275	-1.319968	
-0.1135	-47.3154	-1.269937	
-0.0952000002	-47.3424000002	-1.219907	
-0.1120000002	-47.4038000002	-1.169876	
-0.0917999999	-47.4326999999	-1.119845	
-0.0445	-47.4437	-1.069814	
-0.0828999999	-47.5462999999	-1.019782	
-0.081	-47.6097	-0.969751	
-0.0773999999	-47.6718999999	-0.919719	
-0.0464000001	-47.6995000001	-0.869687	
-0.0435	-47.7535	-0.819655	
-0.0535000001	-47.8188000001	-0.769623	
-0.0586000001	-47.8763000001	-0.719591	
-0.0729	-47.9428	-0.669558	
-0.1398	-48.0546	-0.619525	
-0.0876000001	-48.0451000001	-0.569493	
-0.1063	-48.1091	-0.51946	
-0.1729000001	-48.2220000001	-0.469427	
-0.0872	-48.1804	-0.419394	
-0.1077999999	-48.2487999999	-0.369361	
-0.1445	-48.3348	-0.319328	
-0.0882999999	-48.3292999999	-0.269294	
-0.1065	-48.4018	-0.219261	
-0.0847999999	-48.4351999999	-0.169228	
-0.1655000002	-48.5746000002	-0.119194	
-0.1064000002	-48.5732000002	-0.069161	
-0.1002	-48.6218	-0.019127	
-0.1222000001	-48.6991000001	0.030906	
-0.1517	-48.7887	0.08094	
-0.1216	-48.8169	0.130973	
-0.1038	-48.8418	0.181007	
-0.0698000001	-48.8441000001	0.23104	
-0.1067000001	-48.9111000001	0.281074	
-0.0820000002	-48.9111000002	0.331107	
-0.1153999999	-48.9654999999	0.38114	
-0.1286	-48.9883	0.431174	
-0.1278	-48.992	0.481207	
-0.1058	-48.9735	0.53124	
-0.1098	-48.9797	0.581273	
-0.1217	-48.993	0.631306	
-0.0893	-48.9664	0.681339	
-0.0641999999	-48.9594999999	0.731372	
-0.1734	-49.0924	0.781405	
-0.1278000001	-49.0705000001	0.831437	
-0.1143999999	-49.0861999999	0.88147	
-0.1239	-49.1211	0.931502	
-0.0930999999	-49.1131999999	0.981534	
-0.1669000001	-49.2170000001	1.031567	
-0.1467999999	-49.2325999999	1.081598	
-0.1378999999	-49.2663999999	1.13163	
-0.1367999999	-49.3143999999	1.181662	
-0.0937000002	-49.3227000002	1.231693	
-0.1321999999	-49.4066999999	1.281724	
-0.1003999998	-49.4215999998	1.331755	
-0.0810000001	-49.4416000001	1.381786	
-0.1023	-49.4984	1.431817	
-0.0894000001	-49.5200000001	1.481847	
-0.1195000001	-49.5973000001	1.531877	
-0.1048	-49.6432	1.581907	
-0.1004	-49.7104	1.631937	
-0.1573	-49.846	1.681966	
-0.1140000001	-49.8760000001	1.731995	
-0.1231000001	-49.9431000001	1.782024	
-0.1464999999	-50.0037999999	1.832052	
-0.1751999999	-50.0513999999	1.88208	
-0.1912	-50.0656	1.932108	
-0.1569000002	-50.0103000002	1.982136	
-0.1623000001	-49.9817000001	2.032163	
-0.1544999999	-49.9329999999	2.08219	
-0.1545	-49.8849	2.132217	
-0.1020999999	-49.7816999999	2.182243	
-0.1479000001	-49.7647000001	2.232269	
-0.1212999998	-49.6572999998	2.282295	
-0.1648	-49.6006	2.33232	
-0.12	-49.4418	2.382345	
-0.1531999999	-49.3556999999	2.432369	
-0.1856	-49.2696	2.482393	
-0.1627000001	-49.1353000001	2.532417	
-0.1712999999	-49.0437999999	2.58244	
-0.1625	-48.9322	2.632463	
-0.1475000001	-48.7957000001	2.682486	
-0.1550999999	-48.6580999999	2.732508	
-0.1993000001	-48.5529000001	2.782529	
-0.1808000001	-48.4062000001	2.83255	
-0.1915	-48.3428	2.882571	
-0.2015	-48.3565	2.932591	
-0.1886	-48.4365	2.982611	
-0.1634	-48.5689	3.03263	
-0.1722	-48.7566	3.082649	
-0.1853	-48.9442	3.132667	
-0.194	-49.1202	3.182684	
-0.2354000001	-49.3075000001	3.232702	
-0.2031000001	-49.3997000001	3.282718	
-0.1945999999	-49.4883999999	3.332734	
-0.1563000001	-49.5262000001	3.38275	
-0.1870999999	-49.6201999999	3.432765	
-0.1673000002	-49.6553000002	3.482779	
-0.1872999999	-49.7167999999	3.532793	
-0.2097	-49.7598	3.582807	
-0.1266000002	-49.6657000002	3.632819	
-0.1845	-49.6689	3.682831	
-0.1773	-49.556	3.732843	
-0.1850000002	-49.4166000002	3.782854	
-0.1337000001	-49.1874000001	3.832864	
-0.1599	-49.0197	3.882874	
-0.1747	-48.8589	3.932883	
-0.1726	-48.7362	3.982891	
-0.1696000001	-48.6643000001	4.032899	
-0.1682	-48.6356	4.082906	
-0.1786	-48.6546	4.132912	
-0.1914000001	-48.7104000001	4.182918	
-0.2427	-48.8153	4.232923	
-0.2016	-48.8364	4.282928	
-0.201	-48.8986	4.332931	
-0.1991	-48.9671	4.382934	
-0.1735	-49.0373	4.432936	
-0.1725	-49.1584	4.482938	
-0.1397000001	-49.2721000001	4.532938	
-0.1349999999	-49.4287999999	4.582938	
-0.1670999999	-49.6203999999	4.632938	
-0.1942000001	-49.8006000001	4.682936	
-0.1665000001	-49.9176000001	4.732934	
-0.1362999998	-50.0148999998	4.782931	
-0.1604	-50.1521	4.832927	
-0.1343999999	-50.2369999999	4.882922	
-0.1621	-50.3781	4.932917	
-0.2141	-50.5439	4.98291	
-0.1975000001	-50.6353000001	5.032903	
-0.1807	-50.7108	5.082895	
-0.1837999999	-50.7965999999	5.132886	
-0.171	-50.856	5.182877	
-0.1604	-50.9018	5.232866	
-0.1623	-50.9462	5.282855	
-0.1713	-50.9776	5.332843	
-0.1959	-50.998	5.382829	
-0.2641	-51.0418	5.432815	
-0.1306999999	-50.8873999999	5.482801	
-0.191	-50.9446	5.532785	
-0.1664999998	-50.9400999998	5.582768	
-0.2096	-51.0203	5.63275	
-0.1759999999	-51.0305999999	5.682732	
-0.1937999999	-51.0939999999	5.732712	
-0.1580000001	-51.0994000001	5.782692	
-0.1457	-51.1185	5.83267	
-0.1280999999	-51.1317999999	5.882648	
-0.1363000002	-51.1633000002	5.932624	
-0.1755000002	-51.2202000002	5.9826	
-0.1701000001	-51.2311000001	6.032574	
-0.1549	-51.2421	6.082548	
-0.1991	-51.3194	6.132521	
-0.2378	-51.3964	6.182492	
-0.1994000001	-51.4012000001	6.232463	
-0.1962	-51.4445	6.282432	
-0.2099000001	-51.4947000001	6.332401	
-0.2204999999	-51.5396999999	6.382368	
-0.1806	-51.5241	6.432334	
-0.1979999999	-51.5604999999	6.4823	
-0.2115999999	-51.5947999999	6.532264	
-0.1980000001	-51.5977000001	6.582227	
-0.2205999999	-51.6291999999	6.632189	
-0.1991000001	-51.6042000001	6.68215	
-0.2414000002	-51.6324000002	6.732109	
-0.2503	-51.613	6.782068	
-0.1581000001	-51.4810000001	6.832026	
-0.1821000002	-51.4558000002	6.881982	
-0.1646000001	-51.3786000001	6.931937	
-0.1997	-51.3434	6.981891	
-0.2055999998	-51.2712999998	7.031844	
-0.1981999999	-51.1816999999	7.081796	
-0.2530999999	-51.1562999999	7.131746	
-0.2099999999	-51.0371999999	7.181696	
-0.2658999999	-51.0128999999	7.231644	
-0.2111999998	-50.8807999998	7.281591	
-0.1845000002	-50.7756000002	7.331536	
-0.2141	-50.7347	7.381481	
-0.2148000001	-50.6755000001	7.431424	
-0.2368000001	-50.6416000001	7.481366	
-0.2163000001	-50.5662000001	7.531307	
-0.2073000001	-50.4985000001	7.581246	
-0.2061	-50.4277	7.631184	
-0.1711999999	-50.3150999999	7.681121	
-0.1617	-50.2212	7.731057	
-0.1678999999	-50.1409999999	7.780991	
-0.1778000001	-50.0544000001	7.830924	
-0.1520000001	-49.9221000001	7.880856	
-0.1823999999	-49.8427999999	7.930786	
-0.1900999998	-49.7382999998	7.980715	
-0.1934999999	-49.6269999999	8.030643	
-0.1130000002	-49.4346000002	8.080569	
-0.1097999998	-49.3287999998	8.130494	
-0.1157	-49.2328	8.180417	
-0.1438999998	-49.1634999998	8.23034	
-0.1583000001	-49.0762000001	8.28026	
-0.1731000001	-48.9826000001	8.33018	
-0.1976999998	-48.9013999998	8.380098	
-0.1269999999	-48.7373999999	8.430014	
-0.1424	-48.6687	8.479929	
-0.1545	-48.6013	8.529843	
-0.1102	-48.4846	8.579756	
-0.1322000001	-48.4298000001	8.629666	
-0.1175999999	-48.3305999999	8.679576	
-0.1568	-48.2814	8.729484	
-0.1124999999	-48.1386999999	8.77939	
-0.1092000001	-48.0288000001	8.829295	
-0.1412	-47.9445	8.879198	
-0.0844000001	-47.7774000001	8.9291	
-0.0962000001	-47.6869000001	8.979001	
-0.0815999999	-47.5908999999	9.0289	
-0.0507999998	-47.4795999998	9.078797	
-0.0739999999	-47.4317999999	9.128693	
-0.0727000001	-47.3539000001	9.178587	
-0.0325000001	-47.2377000001	9.22848	
-0.0691999999	-47.1980999999	9.278371	
-0.0417	-47.1014	9.32826	
-0.0571	-47.0635	9.378148	
-0.1111999999	-47.0670999999	9.428035	
-0.0905	-46.9961	9.47792	
-0.0050999999	-46.8567999999	9.527803	
-0.0443999999	-46.8393999999	9.577684	
-0.0251000002	-46.7536000002	9.627564	
-0.0533	-46.7049	9.677442	
-0.0289999998	-46.5983999998	9.727319	
-0.0696999998	-46.5499999998	9.777194	
-0.0302000001	-46.4239000001	9.827067	
-0.0158000001	-46.3173000001	9.876939	
-0.0148	-46.2107	9.926809	
0.0106000002	-46.0594999998	9.976677	
-0.0100000001	-45.9293000001	10.026544	
0.0097	-45.7274	10.076408	
-0.0123000001	-45.5385000001	10.126271	
0.0458	-45.2283	10.176133	
0.0336999999	-44.9568000001	10.225992	
0.0545000001	-44.6340999999	10.27585	
0.0364999998	-44.3537000002	10.325706	
0.0763000002	-44.0344999998	10.375561	
0.052	-43.8169	10.425413	
0.0348000002	-43.6252999998	10.475264	
0.0536	-43.437	10.525113	
0.031	-43.332	10.57496	
0.0595000002	-43.2222999998	10.624805	
0.0083000001	-43.2305999999	10.674649	
0.0286999999	-43.1779000001	10.724491	
0.0752000001	-43.0892999999	10.77433	
0.0546000001	-43.0319999999	10.824168	
0.0928000001	-42.8579999999	10.874004	
0.0859000001	-42.6594999999	10.923839	
0.1351	-42.3372	10.973671	
0.0460999999	-42.0957000001	11.023502	
0.0707	-41.7094	11.07333	
0.0469000002	-41.3601999998	11.123157	
0.0712	-40.9373	11.172982	
0.0904999999	-40.5149000001	11.222804	
0.0980999998	-40.1170000002	11.272625	
0.1152999999	-39.7431000001	11.322444	
0.0565	-39.4889	11.372261	
0.0746999999	-39.1923000001	11.422076	
0.0728	-38.935	11.471889	
0.0869999999	-38.6786000001	11.5217	
0.0534000001	-38.4510999999	11.571509	
0.0672999999	-38.1273000001	11.621317	
0.0574	-37.8092	11.671122	
0.0884000001	-37.4618999999	11.720925	
0.0973000002	-37.1697999998	11.770726	
0.0727999998	-36.9515000002	11.820525	
0.0491000001	-36.7451999999	11.870322	
0.0854	-36.4941	11.920116	
0.0798	-36.2885	11.969909	
0.0785999999	-36.0844000001	12.0197	
0.0711000002	-35.9172999998	12.069488	
0.1568	-35.7275	12.119275	
0.1045000001	-35.7103999999	12.169059	
0.1134	-35.6258	12.218842	
0.1680000002	-35.4439999998	12.268622	
0.1275000002	-35.2790999998	12.3184	
0.7221000001	-34.4347999999	12.368176	
DV	DV	12.417949	
DV	DV	12.467721	
DV	DV	12.51749	
DV	DV	12.567258	
-32.3059999999	-66.6737999999	12.617023	
DV	DV	12.666785	
DV	DV	12.716546	
0.0945000001	-34.7403999999	12.766304	
0.0103999998	-35.1398000002	12.81606	
0.0748000001	-35.3616999999	12.865814	
0.0709	-35.3607	12.915566	
0.0910000001	-35.2119999999	12.965315	
0.0547999999	-35.0471000001	13.015062	
0.0390999999	-34.8171000001	13.064807	
0.0665999999	-34.5023000001	13.11455	
0.0423999998	-34.2188000002	13.16429	
0.048	-33.9244	13.214028	
0.0155999999	-33.7428000001	13.263763	
0.0377000001	-33.5861999999	13.313497	
0.0362	-33.4874	13.363228	
-0.0030000002	-33.4231000002	13.412956	
-0.0146999999	-33.3367999999	13.462682	
-0.0506000001	-33.2946000001	13.512406	
-0.0514000001	-33.2319000001	13.562128	
-0.0481	-33.1318	13.611847	
-0.1195	-33.1192	13.661563	
-0.1206000001	-33.0554000001	13.711278	
-0.1209999999	-32.9715999999	13.760989	
-0.1656	-32.9224	13.810699	
-0.1553	-32.805	13.860406	
-0.1046999999	-32.6275999999	13.91011	
-0.1662999999	-32.5806999999	13.959812	
-0.1804999999	-32.5025999999	14.009512	
-0.2093	-32.432	14.059209	
-0.1440999999	-32.2664999999	14.108904	
-0.1717000001	-32.1933000001	14.158596	
-0.1753	-32.0931	14.208285	
-0.1841000001	-31.9979000001	14.257972	
-0.1565000001	-31.8798000001	14.307657	
-0.2165	-31.8817	14.357339	
-0.2286999999	-31.8632999999	14.407018	
-0.2300000001	-31.8707000001	14.456695	
-0.2170999999	-31.8838999999	14.506369	
-0.1951000002	-31.8940000002	14.556041	
-0.2176000002	-31.9628000002	14.60571	
-0.2108999999	-31.9871999999	14.655377	
-0.1947	-31.922	14.705041	
-0.1814999999	-31.7473999999	14.754702	
-0.1694	-31.5322	14.804361	
-0.1781999999	-31.3917999999	14.854017	
-0.1628999998	-31.3169999998	14.90367	
-0.1724999999	-31.3569999999	14.953321	
-0.2087	-31.4812	15.002969	
-0.1690000001	-31.5208000001	15.052614	
-0.1388	-31.5489	15.102257	
-0.1376999998	-31.5985999998	15.151897	
-0.1566999999	-31.6607999999	15.201534	
-0.16	-31.705	15.251169	
-0.1953999999	-31.7782999999	15.3008	
-0.1592	-31.753	15.350429	
-0.1254000001	-31.6928000001	15.400056	
-0.1868999999	-31.7270999999	15.449679	
-0.1368	-31.7021	15.4993	
-0.1375	-31.7898	15.548918	
-0.1102000002	-31.8723000002	15.598533	
-0.1466999998	-31.9841999998	15.648145	
-0.0458999999	-31.8930999999	15.697755	
0.0179000001	-31.7932999999	15.747361	
-0.0595000001	-31.8223000001	15.796965	
-0.0348999999	-31.7320999999	15.846566	
-0.0087000001	-31.6250000001	15.896164	
-0.0552000001	-31.5818000001	15.945759	
-0.0677000001	-31.5097000001	15.995352	
-0.0109000001	-31.3973000001	16.044941	
-0.0240999999	-31.3833999999	16.094528	
-0.0306000001	-31.4021000001	16.144111	
-0.0361999999	-31.4520999999	16.193692	
-0.0168000001	-31.5082000001	16.24327	
-0.0797999999	-31.6206999999	16.292845	
-0.0305000001	-31.6166000001	16.342417	
-0.0149999999	-31.6739999999	16.391986	
-0.0373	-31.8055	16.441551	
0.0019000001	-31.9438999999	16.491114	
-0.0268999999	-32.2291999999	16.540674	
-0.0133	-32.4671	16.590231	
0.0579	-32.5991	16.639785	
0.038	-32.7782	16.689336	
0.0590999999	-32.8775000001	16.738884	
0.0468000001	-32.9809999999	16.788429	
0.0844	-32.978	16.83797	
0.1154999998	-32.9157000002	16.887509	
0.1273	-32.8153	16.937045	
0.1377	-32.6461	16.986577	
0.1531000001	-32.3958999999	17.036106	
0.1457	-32.1802	17.085633	
0.1534	-32.0537	17.135156	
DV	DV	17.184676	
0.0317	-32.3628	17.234192	
DV	DV	17.283706	
DV	DV	17.333216	
0.0662999999	-32.8678000001	17.382724	
0.0258000002	-32.8020999998	17.432228	
0.1191	-32.4381	17.481729	
0.1363000001	-32.1018999999	17.531226	
0.0923000001	-31.9282999999	17.580721	
0.0529000001	-31.8797999999	17.630212	
0.0895999999	-31.8179000001	17.6797	
0.1566999999	-31.7744000001	17.729184	
0.2179	-31.7918	17.778666	
DV	DV	17.828144	
DV	DV	17.877618	
DV	DV	17.92709	
DV	DV	17.976558	
DV	DV	18.044983	
DV	DV	18.094444	
DV	DV	18.1439	
273.7353999999	239.9899999999	18.193354	
DV	DV	18.242804	
DV	DV	18.292251	
DV	DV	18.341694	
DV	DV	18.391134	
DV	DV	18.44057	
DV	DV	18.490003	
DV	DV	18.539433	
228.685	193.9578	18.588859	
DV	DV	18.638281	
DV	DV	18.6877	
DV	DV	18.737116	
DV	DV	18.786528	
212.0713000001	177.2935000001	18.835937	
DV	DV	18.885342	
DV	DV	18.934743	
DV	DV	18.984141	
DV	DV	19.033536	
DV	DV	19.082926	
DV	DV	19.132314	
DV	DV	19.181697	
DV	DV	19.231077	
DV	DV	19.280454	
DV	DV	19.329826	
DV	DV	19.379195	
DV	DV	19.428561	
161.3533999999	126.6162999999	19.477923	
DV	DV	19.527281	
DV	DV	19.576635	
DV	DV	19.625986	
DV	DV	19.675333	
DV	DV	19.724676	
DV	DV	19.774015	
DV	DV	19.823351	
DV	DV	19.872683	
DV	DV	19.922011	
DV	DV	19.971335	
DV	DV	20.020656	
DV	DV	20.069973	
DV	DV	20.119286	
DV	DV	20.168595	
DV	DV	20.2179	
DV	DV	20.267201	
DV	DV	20.316498	
DV	DV	20.365792	
DV	DV	20.415082	
DV	DV	20.464367	
DV	DV	20.513649	
DV	DV	20.562927	
DV	DV	20.612201	
DV	DV	20.661471	
DV	DV	20.710737	
DV	DV	20.759999	
DV	DV	20.809257	
DV	DV	20.858511	
DV	DV	20.907761	
DV	DV	20.957007	
DV	DV	21.006248	
DV	DV	21.055486	
DV	DV	21.10472	
DV	DV	21.15395	
DV	DV	21.203175	
DV	DV	21.252396	
DV	DV	21.301614	
DV	DV	21.350827	
DV	DV	21.400036	
DV	DV	21.449241	
DV	DV	21.498441	
DV	DV	21.547637	
DV	DV	21.59683	
DV	DV	21.646018	
DV	DV	21.695201	
DV	DV	21.744381	
DV	DV	21.793556	
DV	DV	21.842727	
DV	DV	21.891894	
DV	DV	21.941056	
DV	DV	21.990214	
DV	DV	22.039368	
DV	DV	22.088517	
DV	DV	22.137662	
DV	DV	22.186803	
DV	DV	22.235939	
DV	DV	22.285071	
DV	DV	22.334199	
DV	DV	22.383322	
DV	DV	22.432441	
DV	DV	22.481555	
DV	DV	22.530665	
DV	DV	22.57977	
DV	DV	22.628871	
DV	DV	22.677967	
DV	DV	22.727059	
DV	DV	22.776146	
DV	DV	22.825229	
DV	DV	22.874307	
DV	DV	22.923381	
DV	DV	22.97245	
DV	DV	23.021514	
DV	DV	23.070574	
DV	DV	23.119629	
DV	DV	23.16868	
DV	DV	23.334133	
DV	DV	23.383163	
DV	DV	23.432189	
DV	DV	23.532233	
DV	DV	23.581244	
DV	DV	23.624113	
DV	DV	23.673115	
DV	DV	23.722112	
DV	DV	23.771105	
0.1439999999	-27.6603000001	23.820092	
0.4526000001	-27.6704999999	23.869075	
0.0626999999	-28.4771000001	23.918053	
0.0646	-28.9889	23.967027	
0.0633000001	-29.5591999999	24.015995	
0.0415000001	-30.1832999999	24.064958	
0.0816	-30.7376	24.113917	
0.1046000001	-31.2563999999	24.16287	
0.0742	-31.7388	24.211819	
0.1270999999	-32.0260000001	24.260763	
0.1231999998	-32.2536000002	24.309701	
0.0679999999	-32.4333000001	24.358635	
0.0821000002	-32.4143999998	24.407564	
0.0454	-32.2913	24.456488	
0.0763999998	-31.9730000002	24.505406	
0.0154999999	-31.6844000001	24.55432	
0.0259	-31.3502	24.603229	
0.0753	-30.9828	24.652132	
0.0277	-30.6901	24.701031	
0.0579000001	-30.3203999999	24.749924	
0.0116	-30.0243	24.798812	
0.0433999999	-29.6612000001	24.847696	
0.0614999999	-29.3281000001	24.896574	
0.0318000001	-29.0475999999	24.945446	
0.0087000001	-28.7468999999	24.994314	
0.0563999999	-28.3636000001	25.043177	
0.0941999999	-27.9986000001	25.092034	
0.0757999999	-27.6982000001	25.140886	
0.0412000002	-27.3918999998	25.189733	
0.0425999999	-27.0371000001	25.238575	
0.0833999999	-26.6272000001	25.287411	
0.0457999998	-26.2876000002	25.336242	
0.0935000001	-25.8546999999	25.385068	
0.0342999999	-25.5066000001	25.433888	
DV	DV	25.482703	
DV	DV	25.531513	
DV	DV	25.580318	
DV	DV	25.629117	
76.328	52.3485	25.677911	
DV	DV	25.726699	
DV	DV	25.775482	
DV	DV	25.82426	
DV	DV	25.873032	
DV	DV	25.921798	
DV	DV	25.970559	
DV	DV	26.019315	
DV	DV	26.068065	
DV	DV	26.11681	
DV	DV	26.165549	
DV	DV	26.214282	
DV	DV	26.26301	
DV	DV	26.311733	
DV	DV	26.979423	
DV	DV	27.017639	
DV	DV	27.066273	
DV	DV	27.1149	
DV	DV	27.163523	
DV	DV	27.212139	
DV	DV	27.260749	
DV	DV	27.309353	
DV	DV	27.357951	
DV	DV	27.406544	
DV	DV	27.45513	
DV	DV	27.503711	
DV	DV	27.552285	
DV	DV	27.600854	
DV	DV	27.649416	
DV	DV	28.1726	
DV	DV	28.198531	
DV	DV	28.247018	
DV	DV	28.295498	
DV	DV	28.343972	
DV	DV	28.517642	
DV	DV	28.566087	
DV	DV	28.614526	
DV	DV	28.662958	
DV	DV	28.711384	
DV	DV	28.759804	
DV	DV	28.808216	
DV	DV	28.856623	
DV	DV	28.909563	
DV	DV	28.945466	
DV	DV	28.96927	
DV	DV	28.992979	
DV	DV	29.041361	
DV	DV	29.089736	
DV	DV	29.138104	
DV	DV	29.394185	
DV	DV	29.418326	
DV	DV	29.478522	
DV	DV	29.519383	
DV	DV	29.567692	
DV	DV	29.615995	
DV	DV	29.66429	
DV	DV	29.740745	
DV	DV	29.897094	
DV	DV	29.942064	
DV	DV	29.975059	
